name,aliases,help,source,line,kind,section,group
내사업,mybusiness | businessdashboard,내 사업 현황과 정산 가능한 수익을 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1389,command,play,economy
사업개설,openbusiness | createbusiness,칩을 사용해 서버 사업을 개설합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1399,command,play,economy
상품설정,setproduct | businessproduct,내 사업의 대표 상품과 가격을 설정합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1421,command,play,economy
직원고용,hirestaff | hireemployee,NPC 직원을 고용해 사업 수익을 올립니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1433,command,social,companions
가게방문,visitshop | visitbusiness,서버 구성원의 가게를 방문하고 상품을 구매합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1448,command,play,party_games
서버상권,servermarket | businessdistrict,서버에 개설된 사업 목록을 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1473,command,play,economy
사업순위,businessranking | shopranking,서버 사업 인기 순위를 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1483,command,play,economy
오늘의명장면,dailyhighlight | todayhighlight,공개 기록만으로 오늘의 서버 명장면을 뽑습니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1512,command,play,party_games
주간예능,weeklyvariety | weeklyshow,서버의 공개 재미 기록을 주간 예능처럼 정리합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1525,command,play,party_games
월간시상식,monthlyawards | monthlyshow,서버의 월간 재미 시상식을 표시합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1542,command,play,party_games
불운왕,unluckiest | badluckking,공개 잔액 기준 오늘의 불운왕을 뽑습니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1565,command,play,party_games
역전왕,comebackking | turnaroundking,공개 재미 기록에서 가장 큰 보상을 받은 사용자를 보여줍니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1573,command,play,party_games
블러프분석,bluffanalysis | bluffmeter,공개 활동만으로 재미용 블러프 지수를 계산합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1581,command,play,party_games
축제운세,festivalfortune | dailyfestivalfortune,사용자별 오늘의 운세와 행운 숫자를 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1593,command,play,party_games
궁합,compatibility | servercompatibility,두 사용자의 오늘의 재미 궁합을 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1605,command,play,party_games
축제밸런스,chaosbalance | festivalbalance,서버 밸런스 게임 질문을 시작합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1611,command,play,party_games
밸런스선택,balancechoice | wouldyouratherchoice,진행 중인 밸런스 게임에 투표합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1619,command,play,party_games
월드컵,worldcup | tournamentpick,ABADDON 콘텐츠 이상형 월드컵을 시작합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1634,command,play,party_games
월드컵선택,worldcupchoice | tournamentchoice,월드컵 대진에서 1번 또는 2번을 선택합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1643,command,play,party_games
랜덤벌칙,randompenalty | partyforfeit,안전하고 가벼운 랜덤 벌칙을 뽑습니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1662,command,play,party_games
칭찬릴레이,praiserelay | complimentchain,다른 사용자에게 공개 칭찬을 이어갑니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1675,command,play,party_games
친목설정,socialsettings | communitysettings,익명 응원 등 친목 기능을 서버별로 설정합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1696,command,play,party_games
익명응원,anonymouscheer | anonymoussupport,관리자가 허용한 서버에서 익명 응원 DM을 보냅니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1705,command,play,party_games
익명응원로그,anonymouslog | supportlog,관리자가 익명 응원 감사 로그를 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1728,command,play,party_games
익명응원신고,reportanonymous | reportsupport,받은 익명 응원 기록을 관리자 검토 대상으로 표시합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1734,command,play,party_games
비밀친구,secretfriend | secretbuddy,비밀친구 이벤트 상태를 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1742,command,play,party_games
비밀친구참가,joinsecretfriend | joinsecretbuddy,열린 비밀친구 모집에 참가합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1748,command,play,party_games
비밀친구시작,startsecretfriend | startsecretbuddy,관리자가 참가자 비밀친구를 배정합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1759,command,play,party_games
서버빙고,serverbingo | guildbingo,서버 월간 빙고판과 내 체크 상태를 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1783,command,play,party_games
빙고체크,bingocheck | markbingo,서버 빙고 칸을 체크합니다. 월 1회 첫 빙고 보상이 있습니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1792,command,play,party_games
출석도장,festivalattendance | festivalcheckin,하루 한 번 축제 출석 도장을 받습니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1807,command,play,party_games
생일카드,birthdaycard | celebrationcard,서버 구성원에게 축하 카드를 보냅니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1818,command,play,party_games
꾸미기센터,cosmeticcenter | profilecosmetics,프로필 이미지와 보유 꾸미기 항목을 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1836,command,play,collections
프로필꾸미기,customizeprofile | setcosmetic,칭호·배경·테이블·카드뒷면을 선택합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1844,command,play,collections
칭호도감,titlecatalog | titles,혼돈의 축제 칭호 도감을 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1866,command,play,collections
배경도감,backgroundcatalog | backgrounds,프로필 배경 도감을 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1871,command,play,collections
카드뒷면,cardbacks | cardbackcatalog,보유 카드 뒷면 스킨을 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1876,command,play,party_games
테이블스킨,tableskins | tablethemes,보유 게임 테이블 스킨을 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1881,command,play,party_games
트로피룸,chaostrophyroom | mytrophies,내 업적·비밀·수집 트로피를 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1886,command,play,collections
공동트로피룸,guildtrophyroom | servertrophies,서버 공동 트로피와 월간 기록을 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1901,command,play,party_games
비밀힌트,secrethint | easteregghint,숨겨진 콘텐츠의 짧은 힌트를 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1932,command,play,party_games
수상한상인,mysteriousmerchant | hiddenmerchant,특정 시간에만 나타나는 숨겨진 상인을 찾습니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1937,command,play,party_games
숨겨진임무,hiddenmission | secretmission,현재 조건으로 발견 가능한 숨겨진 임무를 검사합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1960,command,play,party_games
전설아이템,legendaryitem | guildrelic,서버에 단 하나뿐인 전설 유물의 주인을 확인하거나 획득합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1974,command,play,party_games
혼돈설정,festivalsettings | funsettings,혼돈의 축제 서버 설정을 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1993,command,play,party_games
혼돈백업,chaosbackup | festivalbackup,관리자가 혼돈의 축제 서버 데이터와 구성원 재미 데이터를 백업합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,2006,command,play,party_games
혼돈복구,chaosrestore | festivalrestore,혼돈 백업 ID로 서버 재미 데이터를 복원합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,2022,command,play,party_games
1220통합검수,v1220audit | chaosfestivalaudit,v12.0~v12.2 전체 재미 기능을 검사합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,2136,command,play,party_games
도시,city | blackcity,BLACK CITY 메인 메뉴를 엽니다.,apocalypse_bot/commands/v1320_black_city_complete.py,298,command,world,black_city
도시개설,createcity | renamecity,관리자가 도시 이름을 정하고 기능을 활성화합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,312,command,world,black_city
도시지도,citymap | blackcitymap,서버 도시 지도를 PNG로 표시합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,326,command,world,neon
도시이동,citymove | gotodistrict,검은 도시의 다른 지역으로 이동합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,332,command,world,black_city
도시상태,citystatus | blackcitystatus,도시 지표와 개방 지역을 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,345,command,world,black_city
오늘의도시,citytoday | dailycity,오늘의 NPC·도시 사건을 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,357,command,world,black_city
도시세력,cityfactions | blackfactions,검은 도시의 세력 현황을 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,368,command,world,black_city
세력창설,createfaction | foundfaction,"20,000칩을 사용해 도시 세력을 창설합니다.",apocalypse_bot/commands/v1320_black_city_complete.py,377,command,world,black_city
세력가입,joinfaction,도시 세력에 가입합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,385,command,world,black_city
세력탈퇴,leavefaction,현재 도시 세력에서 탈퇴합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,393,command,world,black_city
영토지도,territorymap,지역별 점령 세력과 방어도를 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,401,command,world,black_city
영토공격,attackterritory | territoryattack,소속 세력으로 지역 점령을 시도합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,408,command,world,black_city
영토방어,defendterritory | territorydefend,점령 지역의 방어도를 강화합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,419,command,world,black_city
세력외교,factiondiplomacy,세력 간 관계를 동맹·휴전·중립·적대로 설정합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,433,command,world,black_city
도시직업,cityjobs | blackcityjobs,BLACK CITY 직업 10종을 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,448,command,world,black_city
도시직업선택,choosecityjob | selectcityjob,BLACK CITY 생산 직업을 선택합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,453,command,world,black_city
도시채집,citygather | blackgather,선택한 도시 직업의 재료를 채집합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,461,command,world,black_city
도시제작법,cityrecipes | blackrecipes,도시 제작법을 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,471,command,world,city_decor
도시제작,citycraft | blackcraft,재료를 사용해 도시 제작품을 만듭니다.,apocalypse_bot/commands/v1320_black_city_complete.py,476,command,world,city_decor
도시거래소,citymarket | blackmarketboard,사용자 제작품 거래소를 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,487,command,world,black_city
판매등록,marketlist | listcityitem,제작품을 도시 거래소에 등록합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,494,command,world,black_city
도시판매취소,marketcancel | cancelcitylisting,본인의 도시 거래소 판매 글을 취소합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,503,command,world,black_city
거래구매,citymarketbuy | buycitylisting,도시 거래소의 판매 글을 구매합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,511,command,world,black_city
도시시세,marketprices | cityprices,최근 체결가와 평균가를 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,524,command,world,black_city
내아지트,myhideout | cityhome,개인 아지트를 구매하거나 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,533,command,world,black_city
아지트꾸미기,decoratehideout,개인 아지트에 장식을 설치합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,546,command,world,city_decor
아지트공개,publishhideout,다른 사용자의 아지트 방문 허용을 켜거나 끕니다.,apocalypse_bot/commands/v1320_black_city_complete.py,554,command,world,black_city
아지트방문,visithideout,공개된 다른 사용자의 아지트를 방문합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,565,command,world,black_city
공동시설,cityfacilities | publicfacilities,서버 공동 시설의 건설 진행도를 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,573,command,world,black_city
도시건설,citybuild,공동 시설 목록과 기부 방법을 안내합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,582,command,world,black_city
건설기부,donateconstruction,공동 시설 건설에 칩을 기부합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,592,command,world,black_city
범죄,citycrime | blackcitycrime,실제 사용자 재산을 빼앗지 않는 선택형 도시 범죄 임무입니다.,apocalypse_bot/commands/v1320_black_city_complete.py,604,command,world,black_city
현상수배,citybounty | bountyboard,참여형 사용자 현상금 임무를 등록하거나 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,615,command,world,black_city
수사,cityinvestigate | blackcityinvestigate,대상에 관한 가상 단서를 수집합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,627,command,world,black_city
체포,arrest | cityarrest,단서와 대상 수배도를 사용해 선택형 체포를 시도합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,634,command,world,black_city
감옥,cityjail | jailstatus,본인의 수감 상태를 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,644,command,world,black_city
탈옥,escapejail | jailbreak,수감 중일 때 탈옥을 시도합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,652,command,world,black_city
재판,citytrial | jurytrial,선택형 시민 재판 이벤트를 엽니다.,apocalypse_bot/commands/v1320_black_city_complete.py,660,command,world,black_city
도시인물,citynpcs | livingnpcs,시간에 따라 움직이는 도시 NPC를 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,670,command,world,black_city
도시의뢰,cityrequest | npcrequest,오늘의 NPC 의뢰를 받습니다.,apocalypse_bot/commands/v1320_black_city_complete.py,675,command,world,black_city
시장선거,mayorelection | cityelection,NPC 시장 선거 현황을 확인하거나 후보에게 응원표를 보냅니다.,apocalypse_bot/commands/v1320_black_city_complete.py,682,command,world,black_city
도시뉴스,citynews | blackcitynews,최근 도시 뉴스를 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,694,command,world,black_city
서버역사,cityhistory | serverhistory,서버에서 쌓인 BLACK CITY 역사를 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,699,command,world,black_city
오늘의신문,citypaper | dailycitypaper,최근 도시 사건을 신문 PNG로 만듭니다.,apocalypse_bot/commands/v1320_black_city_complete.py,704,command,world,black_city
역사도감,historycatalog | citycodex,도시 사건 유형별 누적 기록을 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,708,command,world,black_city
도시명예전당,cityhalloffame | blackcitylegends,세력·거래·건설·도시 기록의 명예 전당입니다.,apocalypse_bot/commands/v1320_black_city_complete.py,714,command,world,black_city
도시시즌,cityseason | blackcityseason,4주 월드 시즌의 진행 상태를 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,723,command,world,black_city
시즌기여,seasoncontribute | cityseasoncontribute,개인 활동 점수를 시즌 분야에 기여합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,729,command,world,black_city
시즌결말,seasonending | cityending,현재 예상 결말과 달성 조건 방향을 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,740,command,world,black_city
도시운영,cityoperations | blackcityops,BLACK CITY 운영 설정·백업·경제 상태를 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,746,command,world,black_city
도시설정,citysettings | blackcitysettings,관리자가 도시 자동 기능과 공개 설정을 켜고 끕니다.,apocalypse_bot/commands/v1320_black_city_complete.py,752,command,world,black_city
도시알림채널,cityalertchannel | citynewschannel,자동 도시 뉴스가 게시될 채널을 지정하거나 해제합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,764,command,world,black_city
도시백업,citybackup | blackcitybackup,현재 서버의 BLACK CITY 상태를 백업합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,777,command,world,black_city
도시복구,cityrestore | blackcityrestore,백업 ID로 서버의 BLACK CITY 상태를 복구합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,782,command,world,black_city
경제검수,cityeconomyaudit | blackeconomyaudit,거래·원장·이벤트 자금과 비정상 잔액을 검사합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,792,command,world,black_city
월드강제종료,forceworldend | endcityworld,활성 월드 사건 또는 시즌을 안전하게 강제 종료합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,798,command,world,black_city
오류검수,runtimeaudit | uierroraudit,UI 이모지 재시도·상호작용 응답 패치를 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,807,command,world,black_city
1320통합검수,v1320audit | blackcityaudit,BLACK CITY 전체 데이터·경제·영토·시즌·복구 상태를 검사합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,812,command,world,black_city
명령등록검수,commandregistryaudit | registrationaudit,명령어 이름·별칭 충돌과 격리 내역을 확인합니다.,apocalypse_bot/commands/v1330_command_registry_guard.py,148,command,system,audit
1330안정화검수,v1330audit | 1330audit,v13.3.0 부팅 안정화 패치 상태를 확인합니다.,apocalypse_bot/commands/v1330_command_registry_guard.py,181,command,system,audit
도시지도,,한글 안전 글꼴과 장식 레이어를 사용하는 NEON ABYSS 도시 지도를 표시합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,635,command,world,neon
도시전경,citypanorama | neonpanorama,정보 패널을 줄인 꾸민 도시 전경을 표시합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,641,command,world,city_decor
도시사진,cityphoto | citysnapshot,현재 도시 상태와 장식을 기념 사진으로 저장합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,645,command,world,city_decor
도시부품,cityparts | citypartcatalog,꾸밀 수 있는 도시 부품 이미지 목록 또는 상세 이미지를 표시합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,651,command,world,city_decor
도시꾸미기,citydecorate | decoratecity,드롭다운과 방향 버튼으로 도시 부품을 배치합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,670,command,world,city_decor
도시꾸미기복구,citydecorrestore,가장 최근 도시 장식 백업을 복구합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,676,command,world,city_decor
지역보기,districtview | viewdistrict,도시 지역의 전용 이미지를 표시합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,682,command,world,city_decor
연출설정,effectsettings | fxsettings,행동 연출을 끄기·간단·화려 단계로 설정합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,692,command,world,city_decor
연출도감,effectcatalog | fxpreview,공격·채집·제작·탐험 이모지 연출 도감을 표시합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,698,command,world,city_decor
1500시각검수,v1500visualaudit,글꼴·도시 부품·연출 자산을 읽기 전용으로 검사합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,703,command,world,neon
차원문,dimensiongate | abyssgate,현재 차원 항해 상태를 확인합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,713,command,world,neon
차원탐사,dimensionexplore | scanrift,새로운 주간 차원을 발견하거나 현재 차원을 진행합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,719,command,world,neon
차원지도,dimensionmap | riftmap,발견한 차원과 현재 진행도를 확인합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,733,command,world,neon
차원탈출,dimensionescape | escaperift,현재 차원 진행을 포기하고 안전하게 귀환합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,739,command,world,neon
캠페인,campaignhub | abysscampaign,아바돈 게임 마스터 캠페인 상태를 확인합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,745,command,world,neon
캠페인참가,joincampaign,현재 캠페인에 참가하거나 새 캠페인을 시작합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,751,command,world,neon
행동선택,chooseaction | abysschoice,캠페인에서 전투·협상·탐사 중 하나를 선택합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,758,command,world,neon
크루,crew | crewstatus,내 크루 또는 서버 크루 목록을 표시합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,767,command,world,crew_raid
크루창설,createcrew,새 고정 파티 크루를 창설합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,774,command,world,crew_raid
크루임무,crewmission,크루 공동 임무를 진행합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,781,command,world,crew_raid
우주선,spaceship | abyssship,서버 공동 차원 우주선 상태를 표시합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,789,command,world,crew_raid
시설강화,upgradefacility | shipupgrade,서버 공동 우주선 시설을 강화합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,794,command,world,crew_raid
차원기지,dimensionbase | riftbase,서버 차원 기지와 우주선 시설을 한 화면에 표시합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,800,command,world,crew_raid
항해출발,launchvoyage | startvoyage,서버 우주선으로 선택한 차원 또는 무작위 차원 항해를 시작합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,809,command,world,crew_raid
연합망,federationnetwork | servernetwork,서버 연합망 참여 상태를 확인하거나 켜고 끕니다.,apocalypse_bot/commands/v1500_neon_abyss.py,823,command,world,neon
서버연합,serverfederation | federation,서버 연합을 만들거나 받은 초대를 승인해 가입합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,830,command,world,neon
연합초대,federationinvite | inviteserver,연합 소유 서버가 연합망을 켠 다른 서버를 ID로 초대합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,847,command,world,neon
연합순위,federationranking | servernetworkranking,연합망에 참여한 서버 연합 순위를 집계합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,856,command,world,neon
공격대,dimensionraid | abyssraid,차원 공격대 보스 상태를 표시합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,867,command,world,crew_raid
공격대소환,summonriftboss,관리자가 연출형 차원 보스를 소환합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,875,command,world,crew_raid
공격대참가,joinraid,현재 차원 공격대에 참가합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,879,command,world,crew_raid
차원보스공격,riftbossattack | attackriftboss,차원 보스의 약점을 공격합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,885,command,world,neon
보스방어,bossdefend | raiddefend,공격대 방어 태세로 지원 점수를 올립니다.,apocalypse_bot/commands/v1500_neon_abyss.py,899,command,world,crew_raid
창작센터,creatorstudio | contentstudio,서버 사용자 제작 콘텐츠 현황을 확인합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,906,command,world,creator
보스제작,createboss | bosscreator,서버 전용 공격대 보스 초안을 제작합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,911,command,world,crew_raid
퀘스트제작,createquest,검수 가능한 사용자 제작 퀘스트 초안을 만듭니다.,apocalypse_bot/commands/v1500_neon_abyss.py,920,command,world,creator
콘텐츠공개,publishcontent,검수된 사용자 제작 콘텐츠를 서버에 공개합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,927,command,world,creator
콘텐츠공유,contentsharing | sharecontent,서버 제작 콘텐츠의 연합망 공유를 켜거나 끕니다.,apocalypse_bot/commands/v1500_neon_abyss.py,937,command,world,creator
콘텐츠검색,contentsearch | searchcontent,연합망에 공개된 사용자 콘텐츠를 검색합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,943,command,world,creator
콘텐츠설치,contentinstall | installcontent,연합망 공개 콘텐츠를 현재 서버에 복제 설치합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,952,command,world,creator
콘텐츠교환소,contentexchange | contentmarketplace,현재 서버에서 공개한 사용자 콘텐츠를 표시합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,958,command,world,creator
경기요약,matchsummary | replaysummary,최근 공개 기록으로 간단한 경기 요약을 저장합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,963,command,world,neon
리플레이,replaystudio | replaylist,저장된 공개 경기 요약과 명장면을 표시합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,967,command,world,neon
세계연표,worldtimeline | dimensiontimeline,차원 발견·캠페인 결말·보스 격파를 시간순으로 표시합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,972,command,world,neon
차원계보,dimensionlineage | worldlineage,도시의 차원·캠페인·보스 영구 기록을 표시합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,977,command,world,neon
대화모드,chatmode | conversationmode,아바돈 대화를 문맥형 또는 기존 기본형으로 전환합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,983,command,world,neon
대화상태,chatstatus | conversationstatus,문맥형 대화의 언어·보존 시간·기억 상태를 확인합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,992,command,world,neon
대화기억요약,conversationmemory | chatmemorysummary,내 서버 대화·기억 사용 통계를 요약합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,1003,command,world,neon
1500통합검수,v1500audit,v15.0 기능·영문 접근·글꼴·자산·상태를 읽기 전용 검사합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,1009,command,world,neon
채집센터,gatheringhub | gatherhub,통합 채집센터를 엽니다.,apocalypse_bot/commands/v1620_living_legends.py,829,command,main,codex
차원채집,dimensiongather | riftgather,통합 채집센터의 차원 채집을 즉시 진행합니다.,apocalypse_bot/commands/v1620_living_legends.py,834,command,main,codex
크루채집,crewgather,통합 채집센터의 크루 공동 채집을 즉시 진행합니다.,apocalypse_bot/commands/v1620_living_legends.py,838,command,main,codex
편의센터,quickhub | conveniencehub,자주 쓰는 기능과 진행 상태를 한 화면에 표시합니다.,apocalypse_bot/commands/v1620_living_legends.py,845,command,main,codex
내진행,myprogress | continuehub,현재 진행 중인 도시·차원·게임·사건을 요약합니다.,apocalypse_bot/commands/v1620_living_legends.py,858,command,main,codex
즐겨찾기,favorites | favourites,자주 쓰는 명령을 최대 8개 저장합니다.,apocalypse_bot/commands/v1620_living_legends.py,875,command,system,help
최근명령,recentcommands | commandhistory,최근 완료한 명령을 확인합니다.,apocalypse_bot/commands/v1620_living_legends.py,890,command,system,help
내전설,mylegend | personallegend,개인 전설과 성향·주요 기록을 확인합니다.,apocalypse_bot/commands/v1620_living_legends.py,899,command,main,codex
모험연대기,chronicle | adventurechronicle,개인 연대기를 페이지로 확인합니다.,apocalypse_bot/commands/v1620_living_legends.py,912,command,main,codex
전설카드,legendcard | profilelegend,도시·성향·탈것이 포함된 개인 전설 이미지를 만듭니다.,apocalypse_bot/commands/v1620_living_legends.py,919,command,world,neon
운명,fate | alignment,현재 운명 성향과 누적 선택을 확인합니다.,apocalypse_bot/commands/v1620_living_legends.py,935,command,main,codex
오늘의사건,todayscene | dailyscene,개인 선택형 일상 사건을 엽니다.,apocalypse_bot/commands/v1620_living_legends.py,941,command,main,codex
사건선택,scenechoice | chooseevent,오늘의 사건 선택을 확정합니다.,apocalypse_bot/commands/v1620_living_legends.py,957,command,main,codex
탈것도감,mounts | mountcatalog,탈것 8종과 해금 상태를 확인합니다.,apocalypse_bot/commands/v1620_living_legends.py,976,command,world,neon
탈것탑승,ride | mount,해금한 탈것을 대표 탈것으로 설정합니다.,apocalypse_bot/commands/v1620_living_legends.py,988,command,world,neon
캐릭터꾸미기,characterstyle | avatarstyle,오라·포즈·배경 외형 설정을 확인하거나 변경합니다.,apocalypse_bot/commands/v1620_living_legends.py,1003,command,main,codex
크루합동기,crewcombo | comboskill,크루 역할 조합과 합동기 기록을 확인합니다.,apocalypse_bot/commands/v1620_living_legends.py,1018,command,main,codex
감독센터,directorcenter | eventdirector,관리자용 서버 사건 연출과 안전 설정을 관리합니다.,apocalypse_bot/commands/v1620_living_legends.py,1035,command,main,codex
