name,aliases,section,group,group_ko,help,source,line,kind
심리전,mindgame | betrayalbutton,play,party_games,파티게임·축제·미니게임,개인 보상과 공동 보상 사이에서 선택하는 심리전을 시작합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,952,command
심리선택,mindchoice | betrayalchoice,play,party_games,파티게임·축제·미니게임,심리전에서 공동 또는 개인을 선택합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,981,command
축제대화,talkabaddon | abaddontalk,play,party_games,파티게임·축제·미니게임,아바돈과 오늘의 대화를 나눕니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1038,command
딜러대화,dealertalk | npctalk,social,companions,동료·펫·육성,NPC 딜러와 대화해 친밀도를 올립니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1057,command
딜러선물,dealergift | npcgift,social,companions,동료·펫·육성,NPC에게 선물을 주어 관계를 변화시킵니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1073,command
관계도,festivalrelations | npcrelations,social,companions,동료·펫·육성,NPC별 친밀도와 경쟁도를 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1094,command
축제인물도감,npccatalog | festivalcharactercodex,social,companions,동료·펫·육성,혼돈의 축제 NPC 인물 정보를 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1105,command
오늘의대화,dailytalk | todaydialogue,social,companions,동료·펫·육성,오늘 가장 잘 맞는 NPC와 짧은 대화를 봅니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1111,command
펫센터,petcenter | companioncenter,social,companions,동료·펫·육성,보유 동료와 육성 상태를 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1126,command
동료뽑기,drawcompanion | petdraw,social,companions,동료·펫·육성,"3,000칩으로 동료 알을 부화합니다.",apocalypse_bot/commands/v1220_chaos_festival_complete.py,1139,command
동료먹이,feedcompanion | feedpet,social,companions,동료·펫·육성,동료에게 먹이를 주어 경험치를 올립니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1160,command
동료탐험,festivalpetexpedition | petexpedition,social,companions,동료·펫·육성,동료를 짧은 탐험에 보내거나 귀환 보상을 받습니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1182,command
동료진화,evolvecompanion | evolvepet,social,companions,동료·펫·육성,5레벨 이상 동료를 진화시킵니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1201,command
동료도감,companioncatalog | petcatalog,social,companions,동료·펫·육성,전체 동료와 획득 상태를 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1217,command
펫레이스,petrace | companionrace,social,companions,동료·펫·육성,활성 동료와 짧은 친선 경주를 합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1226,command
탐험,festivalexpedition | chaosadventure,play,economy,경제·거래·사업,개인 선택형 탐험을 시작하거나 현재 상태를 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1251,command
파티탐험,partyexpedition | groupadventure,play,economy,경제·거래·사업,서버 파티 탐험 로비를 엽니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1267,command
탐험참가,joinpartyexpedition | joinadventure,play,economy,경제·거래·사업,진행 중인 파티 탐험에 참가합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1282,command
탐험선택,expeditionchoice | adventurechoice,play,economy,경제·거래·사업,개인 또는 파티 탐험의 행동을 선택합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1293,command
탐험가방,expeditionbag | adventurebag,play,economy,경제·거래·사업,탐험에서 획득한 보물을 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1347,command
보물도감,treasurecatalog | reliccatalog,play,economy,경제·거래·사업,알려진 탐험 보물과 획득 상태를 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1354,command
던전순위,dungeonranking | expeditionranking,play,economy,경제·거래·사업,서버 탐험 완료 순위를 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1360,command
내사업,mybusiness | businessdashboard,play,economy,경제·거래·사업,내 사업 현황과 정산 가능한 수익을 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1389,command
사업개설,openbusiness | createbusiness,play,economy,경제·거래·사업,칩을 사용해 서버 사업을 개설합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1399,command
상품설정,setproduct | businessproduct,play,economy,경제·거래·사업,내 사업의 대표 상품과 가격을 설정합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1421,command
직원고용,hirestaff | hireemployee,social,companions,동료·펫·육성,NPC 직원을 고용해 사업 수익을 올립니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1433,command
가게방문,visitshop | visitbusiness,play,party_games,파티게임·축제·미니게임,서버 구성원의 가게를 방문하고 상품을 구매합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1448,command
서버상권,servermarket | businessdistrict,play,economy,경제·거래·사업,서버에 개설된 사업 목록을 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1473,command
사업순위,businessranking | shopranking,play,economy,경제·거래·사업,서버 사업 인기 순위를 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1483,command
오늘의명장면,dailyhighlight | todayhighlight,play,party_games,파티게임·축제·미니게임,공개 기록만으로 오늘의 서버 명장면을 뽑습니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1512,command
주간예능,weeklyvariety | weeklyshow,play,party_games,파티게임·축제·미니게임,서버의 공개 재미 기록을 주간 예능처럼 정리합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1525,command
월간시상식,monthlyawards | monthlyshow,play,party_games,파티게임·축제·미니게임,서버의 월간 재미 시상식을 표시합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1542,command
불운왕,unluckiest | badluckking,play,party_games,파티게임·축제·미니게임,공개 잔액 기준 오늘의 불운왕을 뽑습니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1565,command
역전왕,comebackking | turnaroundking,play,party_games,파티게임·축제·미니게임,공개 재미 기록에서 가장 큰 보상을 받은 사용자를 보여줍니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1573,command
블러프분석,bluffanalysis | bluffmeter,play,party_games,파티게임·축제·미니게임,공개 활동만으로 재미용 블러프 지수를 계산합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1581,command
축제운세,festivalfortune | dailyfestivalfortune,play,party_games,파티게임·축제·미니게임,사용자별 오늘의 운세와 행운 숫자를 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1593,command
궁합,compatibility | servercompatibility,play,party_games,파티게임·축제·미니게임,두 사용자의 오늘의 재미 궁합을 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1605,command
축제밸런스,chaosbalance | festivalbalance,play,party_games,파티게임·축제·미니게임,서버 밸런스 게임 질문을 시작합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1611,command
밸런스선택,balancechoice | wouldyouratherchoice,play,party_games,파티게임·축제·미니게임,진행 중인 밸런스 게임에 투표합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1619,command
월드컵,worldcup | tournamentpick,play,party_games,파티게임·축제·미니게임,ABADDON 콘텐츠 이상형 월드컵을 시작합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1634,command
월드컵선택,worldcupchoice | tournamentchoice,play,party_games,파티게임·축제·미니게임,월드컵 대진에서 1번 또는 2번을 선택합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1643,command
랜덤벌칙,randompenalty | partyforfeit,play,party_games,파티게임·축제·미니게임,안전하고 가벼운 랜덤 벌칙을 뽑습니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1662,command
칭찬릴레이,praiserelay | complimentchain,play,party_games,파티게임·축제·미니게임,다른 사용자에게 공개 칭찬을 이어갑니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1675,command
친목설정,socialsettings | communitysettings,play,party_games,파티게임·축제·미니게임,익명 응원 등 친목 기능을 서버별로 설정합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1696,command
익명응원,anonymouscheer | anonymoussupport,play,party_games,파티게임·축제·미니게임,관리자가 허용한 서버에서 익명 응원 DM을 보냅니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1705,command
익명응원로그,anonymouslog | supportlog,play,party_games,파티게임·축제·미니게임,관리자가 익명 응원 감사 로그를 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1728,command
익명응원신고,reportanonymous | reportsupport,play,party_games,파티게임·축제·미니게임,받은 익명 응원 기록을 관리자 검토 대상으로 표시합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1734,command
비밀친구,secretfriend | secretbuddy,play,party_games,파티게임·축제·미니게임,비밀친구 이벤트 상태를 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1742,command
비밀친구참가,joinsecretfriend | joinsecretbuddy,play,party_games,파티게임·축제·미니게임,열린 비밀친구 모집에 참가합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1748,command
비밀친구시작,startsecretfriend | startsecretbuddy,play,party_games,파티게임·축제·미니게임,관리자가 참가자 비밀친구를 배정합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1759,command
서버빙고,serverbingo | guildbingo,play,party_games,파티게임·축제·미니게임,서버 월간 빙고판과 내 체크 상태를 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1783,command
빙고체크,bingocheck | markbingo,play,party_games,파티게임·축제·미니게임,서버 빙고 칸을 체크합니다. 월 1회 첫 빙고 보상이 있습니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1792,command
출석도장,festivalattendance | festivalcheckin,play,party_games,파티게임·축제·미니게임,하루 한 번 축제 출석 도장을 받습니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1807,command
생일카드,birthdaycard | celebrationcard,play,party_games,파티게임·축제·미니게임,서버 구성원에게 축하 카드를 보냅니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1818,command
꾸미기센터,cosmeticcenter | profilecosmetics,play,collections,수집·꾸미기·보상,프로필 이미지와 보유 꾸미기 항목을 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1836,command
프로필꾸미기,customizeprofile | setcosmetic,play,collections,수집·꾸미기·보상,칭호·배경·테이블·카드뒷면을 선택합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1844,command
칭호도감,titlecatalog | titles,play,collections,수집·꾸미기·보상,혼돈의 축제 칭호 도감을 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1866,command
배경도감,backgroundcatalog | backgrounds,play,collections,수집·꾸미기·보상,프로필 배경 도감을 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1871,command
카드뒷면,cardbacks | cardbackcatalog,play,party_games,파티게임·축제·미니게임,보유 카드 뒷면 스킨을 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1876,command
테이블스킨,tableskins | tablethemes,play,party_games,파티게임·축제·미니게임,보유 게임 테이블 스킨을 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1881,command
트로피룸,chaostrophyroom | mytrophies,play,collections,수집·꾸미기·보상,내 업적·비밀·수집 트로피를 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1886,command
공동트로피룸,guildtrophyroom | servertrophies,play,party_games,파티게임·축제·미니게임,서버 공동 트로피와 월간 기록을 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1901,command
비밀힌트,secrethint | easteregghint,play,party_games,파티게임·축제·미니게임,숨겨진 콘텐츠의 짧은 힌트를 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1932,command
수상한상인,mysteriousmerchant | hiddenmerchant,play,party_games,파티게임·축제·미니게임,특정 시간에만 나타나는 숨겨진 상인을 찾습니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1937,command
숨겨진임무,hiddenmission | secretmission,play,party_games,파티게임·축제·미니게임,현재 조건으로 발견 가능한 숨겨진 임무를 검사합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1960,command
전설아이템,legendaryitem | guildrelic,play,party_games,파티게임·축제·미니게임,서버에 단 하나뿐인 전설 유물의 주인을 확인하거나 획득합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1974,command
혼돈설정,festivalsettings | funsettings,play,party_games,파티게임·축제·미니게임,혼돈의 축제 서버 설정을 확인합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,1993,command
혼돈백업,chaosbackup | festivalbackup,play,party_games,파티게임·축제·미니게임,관리자가 혼돈의 축제 서버 데이터와 구성원 재미 데이터를 백업합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,2006,command
혼돈복구,chaosrestore | festivalrestore,play,party_games,파티게임·축제·미니게임,혼돈 백업 ID로 서버 재미 데이터를 복원합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,2022,command
1220통합검수,v1220audit | chaosfestivalaudit,play,party_games,파티게임·축제·미니게임,v12.0~v12.2 전체 재미 기능을 검사합니다.,apocalypse_bot/commands/v1220_chaos_festival_complete.py,2136,command
도시,city | blackcity,world,black_city,BLACK CITY,BLACK CITY 메인 메뉴를 엽니다.,apocalypse_bot/commands/v1320_black_city_complete.py,298,command
도시개설,createcity | renamecity,world,black_city,BLACK CITY,관리자가 도시 이름을 정하고 기능을 활성화합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,312,command
도시지도,citymap | blackcitymap,world,black_city,BLACK CITY,서버 도시 지도를 PNG로 표시합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,326,command
도시이동,citymove | gotodistrict,world,black_city,BLACK CITY,검은 도시의 다른 지역으로 이동합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,332,command
도시상태,citystatus | blackcitystatus,world,black_city,BLACK CITY,도시 지표와 개방 지역을 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,345,command
오늘의도시,citytoday | dailycity,world,black_city,BLACK CITY,오늘의 NPC·도시 사건을 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,357,command
도시세력,cityfactions | blackfactions,world,black_city,BLACK CITY,검은 도시의 세력 현황을 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,368,command
세력창설,createfaction | foundfaction,world,black_city,BLACK CITY,"20,000칩을 사용해 도시 세력을 창설합니다.",apocalypse_bot/commands/v1320_black_city_complete.py,377,command
세력가입,joinfaction,world,black_city,BLACK CITY,도시 세력에 가입합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,385,command
세력탈퇴,leavefaction,world,black_city,BLACK CITY,현재 도시 세력에서 탈퇴합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,393,command
영토지도,territorymap,world,black_city,BLACK CITY,지역별 점령 세력과 방어도를 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,401,command
영토공격,attackterritory | territoryattack,world,black_city,BLACK CITY,소속 세력으로 지역 점령을 시도합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,408,command
영토방어,defendterritory | territorydefend,world,black_city,BLACK CITY,점령 지역의 방어도를 강화합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,419,command
세력외교,factiondiplomacy,world,black_city,BLACK CITY,세력 간 관계를 동맹·휴전·중립·적대로 설정합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,433,command
도시직업,cityjobs | blackcityjobs,world,black_city,BLACK CITY,BLACK CITY 직업 10종을 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,448,command
도시직업선택,choosecityjob | selectcityjob,world,black_city,BLACK CITY,BLACK CITY 생산 직업을 선택합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,453,command
도시채집,citygather | blackgather,world,black_city,BLACK CITY,선택한 도시 직업의 재료를 채집합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,461,command
도시제작법,cityrecipes | blackrecipes,world,city_decor,도시 꾸미기·공방,도시 제작법을 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,471,command
도시제작,citycraft | blackcraft,world,city_decor,도시 꾸미기·공방,재료를 사용해 도시 제작품을 만듭니다.,apocalypse_bot/commands/v1320_black_city_complete.py,476,command
도시거래소,citymarket | blackmarketboard,world,black_city,BLACK CITY,사용자 제작품 거래소를 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,487,command
판매등록,marketlist | listcityitem,world,black_city,BLACK CITY,제작품을 도시 거래소에 등록합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,494,command
도시판매취소,marketcancel | cancelcitylisting,world,black_city,BLACK CITY,본인의 도시 거래소 판매 글을 취소합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,503,command
거래구매,citymarketbuy | buycitylisting,world,black_city,BLACK CITY,도시 거래소의 판매 글을 구매합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,511,command
도시시세,marketprices | cityprices,world,black_city,BLACK CITY,최근 체결가와 평균가를 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,524,command
내아지트,myhideout | cityhome,world,black_city,BLACK CITY,개인 아지트를 구매하거나 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,533,command
아지트꾸미기,decoratehideout,world,city_decor,도시 꾸미기·공방,개인 아지트에 장식을 설치합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,546,command
아지트공개,publishhideout,world,black_city,BLACK CITY,다른 사용자의 아지트 방문 허용을 켜거나 끕니다.,apocalypse_bot/commands/v1320_black_city_complete.py,554,command
아지트방문,visithideout,world,black_city,BLACK CITY,공개된 다른 사용자의 아지트를 방문합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,565,command
공동시설,cityfacilities | publicfacilities,world,black_city,BLACK CITY,서버 공동 시설의 건설 진행도를 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,573,command
도시건설,citybuild,world,black_city,BLACK CITY,공동 시설 목록과 기부 방법을 안내합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,582,command
건설기부,donateconstruction,world,black_city,BLACK CITY,공동 시설 건설에 칩을 기부합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,592,command
범죄,citycrime | blackcitycrime,world,black_city,BLACK CITY,실제 사용자 재산을 빼앗지 않는 선택형 도시 범죄 임무입니다.,apocalypse_bot/commands/v1320_black_city_complete.py,604,command
현상수배,citybounty | bountyboard,world,black_city,BLACK CITY,참여형 사용자 현상금 임무를 등록하거나 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,615,command
수사,cityinvestigate | blackcityinvestigate,world,black_city,BLACK CITY,대상에 관한 가상 단서를 수집합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,627,command
체포,arrest | cityarrest,world,black_city,BLACK CITY,단서와 대상 수배도를 사용해 선택형 체포를 시도합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,634,command
감옥,cityjail | jailstatus,world,black_city,BLACK CITY,본인의 수감 상태를 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,644,command
탈옥,escapejail | jailbreak,world,black_city,BLACK CITY,수감 중일 때 탈옥을 시도합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,652,command
재판,citytrial | jurytrial,world,black_city,BLACK CITY,선택형 시민 재판 이벤트를 엽니다.,apocalypse_bot/commands/v1320_black_city_complete.py,660,command
도시인물,citynpcs | livingnpcs,world,black_city,BLACK CITY,시간에 따라 움직이는 도시 NPC를 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,670,command
도시의뢰,cityrequest | npcrequest,world,black_city,BLACK CITY,오늘의 NPC 의뢰를 받습니다.,apocalypse_bot/commands/v1320_black_city_complete.py,675,command
시장선거,mayorelection | cityelection,world,black_city,BLACK CITY,NPC 시장 선거 현황을 확인하거나 후보에게 응원표를 보냅니다.,apocalypse_bot/commands/v1320_black_city_complete.py,682,command
도시뉴스,citynews | blackcitynews,world,black_city,BLACK CITY,최근 도시 뉴스를 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,694,command
서버역사,cityhistory | serverhistory,world,black_city,BLACK CITY,서버에서 쌓인 BLACK CITY 역사를 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,699,command
오늘의신문,citypaper | dailycitypaper,world,black_city,BLACK CITY,최근 도시 사건을 신문 PNG로 만듭니다.,apocalypse_bot/commands/v1320_black_city_complete.py,704,command
역사도감,historycatalog | citycodex,world,black_city,BLACK CITY,도시 사건 유형별 누적 기록을 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,708,command
도시명예전당,cityhalloffame | blackcitylegends,world,black_city,BLACK CITY,세력·거래·건설·도시 기록의 명예 전당입니다.,apocalypse_bot/commands/v1320_black_city_complete.py,714,command
도시시즌,cityseason | blackcityseason,world,black_city,BLACK CITY,4주 월드 시즌의 진행 상태를 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,723,command
시즌기여,seasoncontribute | cityseasoncontribute,world,black_city,BLACK CITY,개인 활동 점수를 시즌 분야에 기여합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,729,command
시즌결말,seasonending | cityending,world,black_city,BLACK CITY,현재 예상 결말과 달성 조건 방향을 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,740,command
도시운영,cityoperations | blackcityops,world,black_city,BLACK CITY,BLACK CITY 운영 설정·백업·경제 상태를 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,746,command
도시설정,citysettings | blackcitysettings,world,black_city,BLACK CITY,관리자가 도시 자동 기능과 공개 설정을 켜고 끕니다.,apocalypse_bot/commands/v1320_black_city_complete.py,752,command
도시알림채널,cityalertchannel | citynewschannel,world,black_city,BLACK CITY,자동 도시 뉴스가 게시될 채널을 지정하거나 해제합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,764,command
도시백업,citybackup | blackcitybackup,world,black_city,BLACK CITY,현재 서버의 BLACK CITY 상태를 백업합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,777,command
도시복구,cityrestore | blackcityrestore,world,black_city,BLACK CITY,백업 ID로 서버의 BLACK CITY 상태를 복구합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,782,command
경제검수,cityeconomyaudit | blackeconomyaudit,world,black_city,BLACK CITY,거래·원장·이벤트 자금과 비정상 잔액을 검사합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,792,command
월드강제종료,forceworldend | endcityworld,world,black_city,BLACK CITY,활성 월드 사건 또는 시즌을 안전하게 강제 종료합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,798,command
오류검수,runtimeaudit | uierroraudit,world,black_city,BLACK CITY,UI 이모지 재시도·상호작용 응답 패치를 확인합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,807,command
1320통합검수,v1320audit | blackcityaudit,world,black_city,BLACK CITY,BLACK CITY 전체 데이터·경제·영토·시즌·복구 상태를 검사합니다.,apocalypse_bot/commands/v1320_black_city_complete.py,812,command
명령등록검수,commandregistryaudit | registrationaudit,system,audit,검수·진단·오류,명령어 이름·별칭 충돌과 격리 내역을 확인합니다.,apocalypse_bot/commands/v1330_command_registry_guard.py,148,command
1330안정화검수,v1330audit | 1330audit,system,audit,검수·진단·오류,v13.3.0 부팅 안정화 패치 상태를 확인합니다.,apocalypse_bot/commands/v1330_command_registry_guard.py,181,command
도시지도,,world,neon,NEON ABYSS·차원,한글 안전 글꼴과 장식 레이어를 사용하는 NEON ABYSS 도시 지도를 표시합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,577,command
도시전경,citypanorama | neonpanorama,world,city_decor,도시 꾸미기·공방,정보 패널을 줄인 꾸민 도시 전경을 표시합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,583,command
도시사진,cityphoto | citysnapshot,world,city_decor,도시 꾸미기·공방,현재 도시 상태와 장식을 기념 사진으로 저장합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,587,command
도시부품,cityparts | citypartcatalog,world,city_decor,도시 꾸미기·공방,꾸밀 수 있는 도시 부품 이미지 목록 또는 상세 이미지를 표시합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,593,command
도시꾸미기,citydecorate | decoratecity,world,city_decor,도시 꾸미기·공방,드롭다운과 방향 버튼으로 도시 부품을 배치합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,612,command
도시꾸미기복구,citydecorrestore,world,city_decor,도시 꾸미기·공방,가장 최근 도시 장식 백업을 복구합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,618,command
지역보기,districtview | viewdistrict,world,city_decor,도시 꾸미기·공방,도시 지역의 전용 이미지를 표시합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,624,command
연출설정,effectsettings | fxsettings,world,city_decor,도시 꾸미기·공방,행동 연출을 끄기·간단·화려 단계로 설정합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,634,command
연출도감,effectcatalog | fxpreview,world,city_decor,도시 꾸미기·공방,공격·채집·제작·탐험 이모지 연출 도감을 표시합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,640,command
1500시각검수,v1500visualaudit,world,neon,NEON ABYSS·차원,글꼴·도시 부품·연출 자산을 읽기 전용으로 검사합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,645,command
차원문,dimensiongate | abyssgate,world,neon,NEON ABYSS·차원,현재 차원 항해 상태를 확인합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,655,command
차원탐사,dimensionexplore | scanrift,world,neon,NEON ABYSS·차원,새로운 주간 차원을 발견하거나 현재 차원을 진행합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,661,command
차원지도,dimensionmap | riftmap,world,neon,NEON ABYSS·차원,발견한 차원과 현재 진행도를 확인합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,675,command
차원탈출,dimensionescape | escaperift,world,neon,NEON ABYSS·차원,현재 차원 진행을 포기하고 안전하게 귀환합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,681,command
캠페인,campaignhub | abysscampaign,world,neon,NEON ABYSS·차원,아바돈 게임 마스터 캠페인 상태를 확인합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,687,command
캠페인참가,joincampaign,world,neon,NEON ABYSS·차원,현재 캠페인에 참가하거나 새 캠페인을 시작합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,693,command
행동선택,chooseaction | abysschoice,world,neon,NEON ABYSS·차원,캠페인에서 전투·협상·탐사 중 하나를 선택합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,700,command
크루,crew | crewstatus,world,crew_raid,크루·우주선·공격대,내 크루 또는 서버 크루 목록을 표시합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,709,command
크루창설,createcrew,world,crew_raid,크루·우주선·공격대,새 고정 파티 크루를 창설합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,716,command
크루임무,crewmission,world,crew_raid,크루·우주선·공격대,크루 공동 임무를 진행합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,723,command
우주선,spaceship | abyssship,world,crew_raid,크루·우주선·공격대,서버 공동 차원 우주선 상태를 표시합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,731,command
시설강화,upgradefacility | shipupgrade,world,crew_raid,크루·우주선·공격대,서버 공동 우주선 시설을 강화합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,736,command
차원기지,dimensionbase | riftbase,world,crew_raid,크루·우주선·공격대,서버 차원 기지와 우주선 시설을 한 화면에 표시합니다.,apocalypse_bot/commands/v1500_neon_abyss.py,742,command
